,dates,NEE_uStar_f,LH_f,VPD_orig,Tower_T,2DWindspeed,NetRadi,H2,O18,C13
1171,2020-11-15,0.2139955118078155,4.368297761470164,0.19552764224261268,2.4949202712478002,1.4475911295560675,45.4885531778906,,,-27.3677918664544
1172,2020-11-16,1.2842056690299255,1.80554291717098,0.11372211294401106,4.987184034115384,1.1983793099488342,12.239917962998542,,,-28.0533795965039
1173,2020-11-17,2.5152806034461332,6.220955604668437,0.2560361338024225,5.708830254707727,1.7782983598105768,9.719975941783174,,,-27.5194090532258
1174,2020-11-18,3.2456951381022594,4.349079975620502,0.7368622141011049,6.17243359413153,1.8470675624346409,7.895907697868426,,,-27.5129211577643
1175,2020-11-19,1.5932935974012479,11.451816558682943,0.23551654831147317,3.643121619556625,2.3041425035387557,38.710513360729045,,,-26.2752468688469
1176,2020-11-20,1.1843945184971705,8.231121346693348,0.10094306397895028,,,,,,
1177,2020-11-21,-0.6771615606510126,8.083945865037952,0.3366159975030552,2.145989814523656,1.929908562611663,24.8046114875505,,,-29.0738855510789
1178,2020-11-22,0.12486500908534338,5.264424210133772,0.5699032134111905,1.3798108173096015,1.162307556767689,-9.83732201626158,,,-29.8224222508165
1179,2020-11-23,0.17563009545821426,6.151330972923682,0.44220008233272473,3.1454014732580586,1.3821553509385676,45.85113291413168,,,-27.0657570731833
1180,2020-11-24,0.2973891551225209,2.4769529047202856,0.31101984572944047,3.7267835636163578,0.9632155583772222,18.360405903070575,,,-28.65602020426
1181,2020-11-25,-0.0711326302351314,13.97690772730087,0.8313845161810572,,,,,,
1182,2020-11-26,0.500881090677854,8.481134269994284,0.24736546383390035,4.218234575349476,1.69651640574967,28.557852138808574,,,-28.0660119001956
1183,2020-11-27,-0.11859925342057753,4.070722696303082,0.3169121682996761,3.045756441189933,0.9671672595761678,49.572742771407086,,,-28.6131633967435
1184,2020-11-28,-0.3096716388333814,7.517798180783551,0.3605302393929036,3.1274185806240884,1.244875053986661,11.393852538451066,,,-27.9923067844463
1185,2020-11-29,-0.36336210805943475,14.872006651943247,0.686430725168249,4.11838292608151,1.2756669529580813,17.79331235628989,,,-28.0450591532219
1186,2020-11-30,-0.3990934090807992,16.420533010079136,0.5831114892344013,2.2546602901873927,1.965914879083104,-6.540075485851286,,,-26.415518623515
1187,2020-12-01,-0.5331036368494648,12.127410560965876,0.923565818797578,1.7742377670090672,1.4639793517770192,7.362811934547828,,,-27.9062407603338
1188,2020-12-02,-0.37675656352141224,45.85332215378484,2.9414463432609526,3.718899758593352,,-16.099045439191176,,,-28.7882664257616
1189,2020-12-03,-0.6153081285115536,13.24665880037572,1.7843672356425457,1.7885289741490435,1.7939105804667312,-30.19222984911589,,,-28.5648423417419
1190,2020-12-04,0.26043552218437444,10.169911824057795,1.1680238684845181,0.9737697333178914,1.270354036295588,8.556153557241274,,,-27.2691063180728
1191,2020-12-05,-0.6251397549977237,11.545967170209465,1.5293099079541481,0.8896060967893334,2.1076095032639803,-10.419380506841327,,,-30.1542525992616
1192,2020-12-06,0.06761519749698257,5.457578545398845,0.45641649564630754,0.2590704917283972,1.0542237918808945,29.22937816499145,,,-27.6255899599021
1193,2020-12-07,0.31704690174091893,5.044773205090394,0.32663976261969324,1.9845778601088282,1.3485175033441084,29.82607354379959,,,-28.7798794624075
1194,2020-12-08,-0.4896195087599369,2.292849052985053,0.6091519962960514,2.843211241006788,0.9690028004611393,43.07177967691323,,,-27.5400126910633
1195,2020-12-09,0.9069565914639552,22.1206437359359,1.1420639756623097,7.069338821269817,1.822924290175411,22.392585503968814,,,-27.7534056379162
1196,2020-12-10,-0.028652917775519277,-1.0572178409435136,0.2434501130122513,2.073170523551368,1.2117276611995664,27.306425970174185,,,-28.3517700371509
1197,2020-12-11,1.290738333136977,-0.20829595806096682,0.08932663198707062,0.8299528583258654,0.9854623476146701,15.71608821713408,,,-28.6632952593772
1198,2020-12-12,0.6621243948913397,0.4028598326430733,0.281562878529026,-0.040300585951895875,3.2010534822353818,28.3235488800923,,,-26.808025113645
1199,2020-12-13,0.6492920999064199,4.3359558339099005,0.3763083876999888,0.08904813472470503,2.471299456686571,10.774313211367309,,,-28.5130132236653
1200,2020-12-14,-0.8723564170498711,1.237299971797056,0.025416839596361856,0.6352682165158777,1.1245438398747896,52.907174534240475,,,-27.7086472183358
1201,2020-12-15,1.658166103165545,-0.24477173602796562,0.009698812906082217,1.5105934861065895,1.9335442806984255,27.817335810052445,,,-28.1395838154916
1202,2020-12-16,1.0563520889222786,-0.6049935784671203,0.008794016660248748,3.6303002305001137,0.6821056624609357,23.64902810026094,,,-27.9084758497163
1203,2020-12-17,-0.02038692456999859,5.269246828224039,0.8105722130894187,5.314217944483868,3.189165821788345,26.48912695070841,,,-27.5083406642685
1204,2020-12-18,-0.5197764478868109,13.70735532468074,0.7959931074203234,4.49176802642857,1.6127530950171682,41.38814064076513,,,-29.0742984335532
1205,2020-12-19,0.6324418955430288,5.9866538632386765,1.0465478165668864,7.405576670668392,2.272141818107752,4.759531592637099,,,-27.852949641906
1206,2020-12-20,0.7298598397953048,3.0657338004810106,0.42549720337321234,7.77660288059137,2.2397983164936957,10.663011894332817,,,-27.7512414625769
1207,2020-12-21,0.08420553763522465,5.633697021206925,0.8065811582472282,8.067573710849386,1.8440650350209145,14.598318216970997,,,-26.9291794924753
1208,2020-12-22,-0.11039601798660299,7.058886339227115,1.1059436632847677,3.2752010170790595,,17.92069503977044,,,
1209,2020-12-23,0.23167976867621454,7.3253797195247,0.9095082706894602,1.587120630225305,1.1014448513884387,48.263701622939614,,,-29.0298024900693
1210,2020-12-24,-0.5950615336629945,8.853022290007717,1.2109393415149599,0.0579469286893013,1.321754662658042,-19.98944234211717,,,-28.0671355783323
1211,2020-12-25,0.7455984012203675,-0.053388142900803265,0.7963162518568208,-0.9307092387377716,1.1087662609537612,-21.415908059829192,,,
1212,2020-12-26,0.41615616859011406,2.12345789574319,0.09659376046387812,-0.2951235267684685,0.7054113148870941,16.528798415450336,,,-28.6517040653684
1213,2020-12-27,-0.8767067037134346,7.305470953204499,0.19722102321980206,1.4462840775742103,1.4063987818453008,68.90604403939994,,,-27.5169310167866
1214,2020-12-28,-0.8484739664452442,11.662205808715596,0.9148536387706626,0.8966563436955344,2.0302140666245236,60.40708286739463,,,-30.4069644159848
1215,2020-12-29,0.26095433626724523,3.1056270090079603,0.6373697189250874,-0.5248300913547298,0.6409972412903184,0.271981628445167,,,-29.282961055854
1216,2020-12-30,0.764533064002232,2.318588140964348,0.27922490899079083,-0.004867620457914742,0.9146002233012309,6.366664858092129,,,-27.5509115721927
1217,2020-12-31,-0.5191076029074192,6.4196073809641865,0.24734504598995657,3.0927187707029593,1.6471494771016486,46.889470023103065,,,-25.3887971719023
1218,2021-01-01,0.8788747499304548,0.18520926008161676,0.06282169810956609,3.6133035007656633,0.8774709417991104,18.00811395103735,,,-27.3403595789749
1219,2021-01-02,0.8115413150997789,0.8651779414309146,0.4766213356769438,6.104209987484364,3.209254914387418,8.58351521334144,,,-28.2008719297937
1220,2021-01-03,0.6811499799212039,2.851757366116359,1.0438665302232497,6.675900018186607,,17.93587521857202,,,-27.2586835383727
1221,2021-01-04,1.164962863922359,4.883321402413626,0.26805885878435803,4.783229156595726,1.5749437926689107,14.42511974686748,,,-28.7824250354314
1222,2021-01-05,0.8517874434575621,-0.496277101978752,0.26399960063267325,3.9014543099829138,1.5918496893650596,19.378615153946978,,,-27.2436072787568
1223,2021-01-06,1.258359628845968,-6.311374150772753,0.3283074935948476,4.8793376570929174,1.5831424686623852,18.599035354213918,,,-27.516914226049
1224,2021-01-07,-0.36455026695699017,4.551433290923034,0.1921670808322562,4.821824802295754,1.3734380574349325,35.9542262791818,,,-27.4709415033032
1225,2021-01-08,0.8070803415597588,11.509502108443014,0.882963376212749,4.635806282551946,2.465453602888824,27.281790157824233,,,
1226,2021-01-09,-1.0625185404948996,9.79586911481441,0.2751870769712945,1.7778627312004938,1.8670368626601992,63.61758129020527,,,-27.1650179122537
1227,2021-01-10,0.15214996336449088,6.033548095924359,0.434205462666886,2.494469919339565,1.587322506159779,29.915088773624742,,,-29.0099048894435
1228,2021-01-11,0.4040149811215035,1.4852828941305063,0.09606604682095872,2.9598895555140246,1.223030366558682,25.185582513933962,,,-28.3933630774695
1229,2021-01-12,-0.03575055176463048,26.816399344348337,0.03931455419445005,4.951788811004449,1.8840508952968607,21.938177057377207,,,-27.5490882416699
1230,2021-01-13,-1.5158121725644689,35.474438783109775,1.4832932248047235,9.237817535686593,3.1926321198505603,64.47037394146285,,,
1231,2021-01-14,-1.37704596841981,18.322644737596637,1.4445920307977056,3.631432480562182,1.228839332498102,17.31273957398116,,,-27.6100135186786
1232,2021-01-15,-0.16905982455740123,19.3221685620619,1.1266541601106552,4.895737353714484,1.3903336039070757,42.79014319935437,,,-27.3736506978811
1233,2021-01-16,-0.75959095990495,18.199935574864984,0.6847376111489707,2.892027243415713,1.0403285262053201,14.821257340962012,,,-27.4008343682066
1234,2021-01-17,0.2718812200763244,24.442369352582517,1.310749666800116,5.6400659028179385,1.9259212032462056,35.70268652157919,,,-27.9994770485286
1235,2021-01-18,-0.35946932020625,17.496039746184607,1.0652945851524744,2.7060192036821404,1.0447267980957238,15.547139679753247,,,-27.3638184251364
1236,2021-01-19,-0.2187036839762427,11.636809941732757,1.8855574021593664,2.424345653273041,1.2132430391153142,1.4405950333852602,,,-28.7540057593793
1237,2021-01-20,-0.10250892181500103,7.071619271791666,1.3825584421896082,0.9779847394789662,1.0189410295620733,-11.382663713591585,,,-27.8905218221538
1238,2021-01-21,0.7751575230376594,4.400280303555164,0.6975180095798582,2.9717889712210983,1.3490713687005293,18.207743823877447,,,-27.4573053171872
1239,2021-01-22,-1.227909275866453,22.06815379024493,1.159234511559444,1.9066861092242344,2.3198387177479023,38.647960590963294,,,-28.5712820640794
1240,2021-01-23,-0.13362438408299707,7.942411685300001,0.9971011810596857,0.012067010700942607,1.1636937817917823,46.16042786449216,,,-27.7308905049039
1241,2021-01-24,-0.47261542805594714,8.264460876262268,0.7714871058166574,0.8714158282007305,1.1155873802265428,8.813553862384564,,,-28.0111672676329
1242,2021-01-25,-1.1186869619525737,14.309233834308765,0.34921278012967777,0.2469939962698867,1.241601925189779,73.04492563235459,,,-28.2008709365947
1243,2021-01-26,-0.041214806401083,26.815412443750002,0.630245550395763,-0.06704481417358639,2.014174482303402,4.674958397492705,,,-29.3339556796534
1244,2021-01-27,-0.42293501050873616,14.868468872412427,0.1239055877834992,0.010943261815629232,1.7566357919672393,20.038088115955667,,,-28.2073623617356
1245,2021-01-28,-1.7944213308711403,20.038786887147616,0.1180704117768821,0.9789094913806204,1.692509847680241,57.62317006549636,,,
1246,2021-01-29,-1.131398630720221,19.942317254841868,0.3543566271064828,1.9299243509819266,1.580877289565698,53.68926932975629,,,-28.1468782223259
1247,2021-01-30,1.8410516749726402,-5.186627828679854,0.22577727366031144,1.2827021827437806,1.2014754810705122,26.706380135700115,,,-28.2574835250331
1248,2021-01-31,,,,2.969419796262549,1.4681086874606903,35.80276034937061,,,-27.5747300083163
